"ML#","% Interests In Common Elmts","Sewer Type","Sold Price","Spa Location","Special Assessments YN","Stories","Stories In Building","Style","Subdivision","Tennis Courts YN","Termite Contract YN","Transaction Type","Water Type","Waterfront","Year Built"
"BR2021016454","","","$193,000","","","1.0","","Contemporary","Woodhaven Gardens","","","","Public","",""
"BR2021016545","","City","$345,000","","","3.0","","Acadian","Jefferson Oaks","","","","Public","","2000"
"BR2021016552","","","$76,500","","","1.0","","Other","Rural Tract (No Subd)","","","","","","2006"
"BR2021016635","","Septic","$290,000","","","1.5","","Traditional","Rural Tract (No Subd)","","","","","",""
"BR2021016701","","City","$325,000","","","2.0","","Traditional","Bullion Crossing","","","","Public","","2014"
"BR2021016800","","City","$218,000","","","1.0","","Traditional","Keystone Of Galvez","","","","Public","",""
"BR2021016829","","City","$225,000","","","1.0","","Traditional","Fox Ridge","","","","Public","",""
"BR2021016958","","City","$530,000","","","1.0","","French Country","Hollows of Dutchtown","","","","Public","","2018"
"BR2021017856","","","$205,000","","","1.0","","Ranch","H M Stafford","","","","Well","",""
"BR2021013502","","City","$289,900","","","1.0","","Traditional","Pinewood Acres","","","","Public","",""
"BR2021013944","","","$535,000","","","1.5","","Acadian","Rural Tract (No Subd)","","","","Public","","2018"
"BR2021014453","","","$75,000","","","1.0","","Mobile Home","Crystal Place","","","","","",""
"BR2021015213","","City","$245,000","","","1.0","","Traditional","Sherrington Place","","","","Public","",""
"CN157992","","Septic","$199,995","","","1.0","","Mobile Home","None","","","","Public","","2010"
"CN160350","","","$260,000","","","1.0","","","None","","","","Public","","2017"
"BY106478","","","$155,000","","","1.0","","Traditional","Landmark Estates","","","","","",""
"BY161275","","","$66,000","","","1.0","","","Baudoin-Zeringue","","","","Public","","1978"
"BY161307","","City","$127,500","","","1.0","","","Twin Oak","","","","Public","","1974"
"BY161320","","","$185,300","","","1.0","","","Landmark Estates","","","","Public","","2010"
"BY161335","","City","$99,300","","","1.0","","","Ernest Chauvin","","","","Public","","1954"
"BY161340","","","$120,000","","","1.0","","","Eroche","","","","Public","","2004"
"BY161353","","","$79,000","","","1.0","","","None","","","","Public","","1955"
"BY161479","","","$342,000","","","2.0","","","Bobbi Lynn","","","","Public","","2006"
"BY161551","","","$42,000","","","1.0","","","Ernest Chauvin","","","","Public","","1960"
"BY161568","","Septic","$80,000","","","1.0","","","Raceland Sites","","","","Public","","1957"
"BY161659","","","$255,000","","","1.0","","","Magnolia Terrace","","","","Public","","1978"
"BY163358","","","$98,000","","","1.0","","Modular","Robert Daigle","","","","Public","","1986"
"BY163374","","Septic","$149,900","","","1.0","","","Danos","","","","","","1960"
"BY163389","","","$215,000","","","1.0","","","Darwen Estates","","","","Public","","2021"
"BY163532","","","$46,000","","","1.0","","","Emma Matherne E","","","","Public","","1950"
"BY163616","","Septic","$128,000","","","1.0","","","Ernest Chauvin","","","","Public","","1960"
"BY163712","","","$194,000","","","1.0","","","Darwen Estates","","","","Public","","2018"
"2318482","","Utility Co.","$77,500","None","","1.0","","Cottage","Not a Subdivision","","No","","Public","",""
"2321175","","City","$75,000","","","1.0","","Other","","","No","","Public","",""
"CN161835","","City","$146,000","","","1.0","","","Rural","","","","Public","","1976"
"2315629","1/20","City","$128,000","None","Yes","2.0","3","Townhouse","","No","Yes","","Public","",""
"2315566","","City","$597,000","None","","2.0","","Ranch","","","Yes","","Public","",""
"2315890","","City","$297,000","","","1.0","","Mid Century Modern","","","Yes","","Public","",""
"2319310","4.08","City","$97,500","","Yes","3.0","3","Other","","No","Yes","","Public","",""
"2320148","","City","$326,000","","","1.0","","Traditional","","","No","","Public","",""
"2320681","","City","$890,000","None","","2.0","","Traditional","","","Yes","","Public","",""
"CN158298","","City","$43,000","","","1.0","","","MCCOOK","","","","Public","",""
"CN158320","","Septic","$108,000","","","1.0","","Mobile Home","Rural","","","","Public","","2003"
"CN158545","","","$20,500","","","1.0","","","None","","","","Public","","1940"
"CN160008","","Septic","$92,500","","","1.0","","Mobile Home","NONE","","","","Public","","2007"
"CN160233","","Septic","$75,000","","","1.0","","Mobile Home","rural","","","","Public","","2015"
"CN160228","","City","$299,900","","","3.0","","","none","","","","Public","","1850"
"CN160507","","","$102,500","","","1.0","","Mobile Home","none","","","","Public","","2011"
"CN160635","","Septic","$195,000","","","1.0","","","none","","","","Well","",""
"CN160721","","Septic","$90,000","","","1.0","","","none","","","","Public","","1945"
"CN160846","","","$477,000","","","2.0","","","None","","","","","","1982"
"CN160878","","Septic","$120,000","","","2.0","","","None","","","","Public","","1980"
"CN162169","","City","$201,000","","","2.0","","","None","","","","Public","",""
"BR2021013965","","","$200,000","","","1.0","","Acadian","Coves of the Highland","","","","Public","","2019"
"2315591","","Treatment Plant","$380,000","None","","2.0","","Traditional","Not a Subdivision","","No","","Public","",""
"2316695","","Septic","$80,000","","","1.0","","Camp","Not a Subdivision","","Yes","","Well","",""
"2318919","","Treatment Plant","$133,500","","","1.0","","Mobile Home","Not a Subdivision","","No","","Well","",""
"2319056","","City","$189,100","","","1.0","","Craftsman","Coves of The Highland","","Yes","","Public","Water View",""
"CN152406","","City","$258,000","","","1.0","","","None","","","","Public","",""
"BY161276","","","$439,000","","","2.0","","","St Bridget Est","","","","Public","","1994"
"BY161338","","","$128,000","","","1.0","","","Waubun","","","","Public","","1974"
"BY161615","","Septic","$160,000","","","1.0","","","Chachoula","","","","Public","","2000"
"BY163489","","","$155,000","","","1.0","","Mobile Home","Schriever","","","","Public","","2012"
"BY163628","","Septic","$154,800","","","1.0","","","Schriever","","","","Public","","1990"
"BY163851","","","$195,000","","","1.0","","","Ferrantello Estates","","","","Public","","2021"
"CN160766","","Septic","$185,000","","","1.0","","","NONE","","","","Public","","1974"
"CN161945","","Septic","$65,000","","","2.0","","","None","","","","Public","","1992"
"CN160460","","","$226,000","","","1.0","","","shady oaks","","","","Public","","1983"
"CN160574","","","$255,000","","","2.0","","","n/a","","","","Public","",""
"CN162114","","City","$130,000","","","1.0","","","Kirkwood Plantation","","","","Public","","1988"
"CN162149","","City","$118,000","","","1.0","","","N","","","","Public","","1975"
"CN160683","","","$79,900","","","1.0","","Mobile Home","rural","","","","Public","","2016"
"BR2021013645","","Septic","$590,000","","","1.0","","Acadian","Mill Creek","","","","","Water Front",""
"BR2021013995","","","$250,000","","","1.0","","Acadian","Rural Tract (No Subd)","","","","","",""
"BR2021015600","","Septic","$191,000","","","1.0","","Traditional","Meadowood Hills","","","","Public","",""
"BR2021017004","","City","$485,000","","","2.0","","Acadian","Rural Tract (No Subd)","","","","Public","","2018"
"BR2021013913","","Septic","$25,000","","","1.0","","Mobile Home","Woodland Park","","","","","",""
"2315174","","City","$475,000","None","","2.0","","Contemporary","Oak Harbor Cypress Lakes","","Yes","","Public","",""
"2315336","","Utility Co.","$270,590","","","1.0","","Traditional","Ashton Parc","","Yes","","Public","",""
"2315351","","Utility Co.","$287,255","","","1.0","","Traditional","Ashton Parc","","Yes","","Public","",""
"2315324","","City","$175,000","","","1.0","","Other","Oak Plain","","Yes","","Public","",""
"2315357","","Utility Co.","$254,275","","","1.0","","Traditional","Ashton Parc","","Yes","","Public","",""
"2315397","","Utility Co.","$244,900","None","","2.0","","Camp","North Shore Beach","","No","","Well","Water Front",""
"2315312","","Utility Co.","$225,000","","","1.0","","Traditional","Pinehurst","","No","","Public","",""
"2315408","","Septic","$85,000","","","1.0","","Traditional","Brownsvillage","","No","","Well","",""
"2315422","","Utility Co.","$231,385","None","","2.0","2","Traditional","Springhill","","No","","Public","",""
"2315434","","Utility Co.","$315,000","","","1.0","","Traditional","Cross Gates","","Yes","","Public","",""
"2315444","","Septic","$180,000","None","","1.0","","Traditional","Ozone Acres","","Yes","","Public","",""
"2315374","","City","$260,000","","","2.0","","Other","Springhill","","Yes","","Public","",""
"2315475","","Utility Co.","$130,000","None","","1.0","","Traditional","Northwood Village","","No","","Public","",""
"2315483","","City","$205,000","","","1.0","","Traditional","Lakewood","","No","","Public","",""
"2315326","","City","$257,000","","","1.0","","Traditional","Belair","","No","","Public","",""
"2315766","","Utility Co.","$249,350","","","1.0","","Traditional","Ashton Parc","","Yes","","Public","",""
"2315636","","City","$175,000","","","1.0","","Traditional","Lakeshore Village","","No","","Public","",""
"2315921","","Septic","$225,000","None","","2.0","","Acadian","Circle O","","No","","Public","",""
"2315940","","Treatment Plant","$210,000","","","1.0","","Traditional","Beach View","","Yes","","Well","",""
"2316003","","City","$250,000","","","2.0","","Traditional","Not a Subdivision","","No","","Public","",""
"2316019","","City","$187,000","","","1.0","","Ranch","Ozone Woods","","No","","Public","",""
"BR2021014919","","City","$325,000","","","1.0","","Traditional","Rural Tract (No Subd)","","","","Public","",""
"2316053","","Utility Co.","$287,500","","","1.0","","Traditional","Ashton Parc","","No","","Public","",""
"2315643","","Utility Co.","$249,000","","","1.0","","Traditional","Bel Air","","No","","Public","",""
"2316046",".10","Utility Co.","$120,000","","No","2.0","2","French Country","Not a Subdivision","No","Yes","","Public","Water View",""
"2315626","","Utility Co.","$270,000","","","1.0","","Traditional","Eagle Point","","Yes","","Public","",""
"2316068","","Treatment Plant","$180,000","None","","1.0","","Traditional","Ozone Woods","","No","","Public","",""
"2316034","","City","$375,000","","","1.0","","Traditional","Oak Harbor The Fairways","","Yes","","Public","",""
"2315777","","City","$510,000","","","2.0","","Traditional","Turtle Creek","","Yes","","Public","",""
"2316133","","Utility Co.","$285,500","","","1.0","","Traditional","Cross Gates","","Yes","","Public","",""
"2316158","","Utility Co.","$175,000","","","1.0","","Traditional","Kingspoint","","No","","Public","",""
"2316096","","City","$131,000","","","1.0","","Ranch","Audubon","","No","","Public","",""
"2316173","","Utility Co.","$270,000","None","","1.0","","Modular","North Shore Beach","","No","","Well","Water View",""
"2316210","","Septic","$175,000","None","","1.0","","Traditional","Abney Co Air","","No","","Well","",""
"2315969","","Utility Co.","$290,000","Inside","","2.0","","Townhouse","Eden Isles","","Yes","","Public","Water Front",""
"2316399","","Utility Co.","$226,500","None","","1.0","","Traditional","Oakmont","","Yes","","Public","",""
"2316397","","City","$180,000","","","1.0","","Cottage","Dellwood","","Yes","","Public","",""
"2316528","","Utility Co.","$270,285","","","2.0","","Traditional","Ashton Parc","","Yes","","Public","",""
"2316494","","City","$210,000","None","","1.0","","Ranch","Brookwood","","Yes","","Public","",""
"2316581","","City","$225,000","","","1.0","","Ranch","Pinehurst","","No","","Public","",""
"BR2021015230","","City","$239,750","","","1.0","","Traditional","Ashton Parc","","","","Public","","2021"
"2316478","","City","$316,000","","","1.0","","Acadian","Cross Gates","","No","","Public","",""
"2316606","","City","$139,000","","","1.0","","Ranch","Audubon","","No","","Public","",""
"2316617","","City","$160,000","","","1.0","","Traditional","Brugier","","No","","Public","",""
"2316401","","City","$305,600","","","2.0","","Acadian","Northshore","","No","","Well","Water Front",""
"2316386","","Utility Co.","$215,000","","","1.0","","Traditional","Belvedere","","No","","Public","",""
"2316527","","City","$216,000","","","1.0","","Traditional","Forest Manor","","Yes","","Public","",""
"2316785","","City","$160,000","","","1.0","","Traditional","Northwood Village","","No","","Public","",""
"2316481","","Utility Co.","$270,000","None","","1.0","","Traditional","Belair","","Yes","","Public","",""
"2316726","1/153","Utility Co.","$113,000","","No","1.0","2","Townhouse","Royal Gardens","Yes","No","","Public","",""
"2316630","","Treatment Plant","$168,000","None","","1.0","","Traditional","Centennial Park","","No","","Well","",""
"BR2021015394","","City","$232,740","","","1.0","","Traditional","Ashton Parc","","","","Public","","2021"
"2316883","","Utility Co.","$249,900","","","1.0","","Traditional","Springhill","","No","","Public","",""
"2316816","","City","$257,000","","","1.0","","Traditional","Breckenridge","","Yes","","Public","",""
"2316427","","Utility Co.","$275,000","None","","1.0","","Traditional","Belair","","Yes","","Public","",""
"2316445","","City","$154,400","","","1.0","","Ranch","Huntwyck","","No","","Public","",""
"2316960","unknown","City","$165,556","None","No","2.0","2","Other","The Mansions","No","Yes","","Public","",""
"2316664","","City","$250,000","None","","2.0","","Traditional","Belair","","No","","Public","",""
"2317296","","Utility Co.","$246,430","","","1.0","","Traditional","Ashton Parc","","Yes","","Public","",""
"2317022","","Treatment Plant","$63,000","None","","1.0","","Mobile Home","Central Park","","No","","Public","",""
"2317183","","City","$194,000","None","","0.0","","Traditional","Huntwyck","","No","","Public","",""
"2318409","","Utility Co.","$270,055","","","2.0","","Traditional","Ashton Parc","","Yes","","Public","",""
"2315987","","Utility Co.","$320,500","None","","1.0","","Traditional","Moonraker","","Yes","","Public","Water Front",""
"2318480","","Utility Co.","$228,000","","","1.0","","Traditional","Pinehurst","","No","","Public","",""
"2317287","","Septic","$499,000","","","2.0","","Traditional","Chamale","","Yes","","Public","Water Front",""
"2318570","","City","$175,000","None","","1.0","","Traditional","Carolyn Park","","No","","Public","",""
"2318582","","Utility Co.","$285,000","None","","2.0","","Traditional","Cross Gates","","No","","Public","",""
"2318699","","Treatment Plant","$199,000","","","1.0","","Traditional","Ozone Acres","","No","","Public","",""
"2318773","","Utility Co.","$257,810","","","1.0","","Traditional","Ashton Parc","","Yes","","Public","",""
"2318785","","City","$115,000","","","1.0","","Ranch","Brookwood","","No","","Public","",""
"2319016","","City","$300,000","","","1.0","","Acadian","Lakeshore Villages","","Yes","","Public","Water Front",""
"2318901","","City","$189,000","None","","1.0","","Townhouse","Oak Plain","","No","","Public","",""
"2319014","","City","$300,000","None","","1.0","","Traditional","Lakeshore Villages","","No","","Public","",""
"2319215","","Septic","$191,200","None","","1.0","","Traditional","Ozone Woods","","No","","Public","",""
"2319253","","City","$225,000","None","","2.0","","Traditional","Fountain Est-L","","Yes","","Public","",""
"2319203","","City","$270,000","","","1.0","","Townhouse","Country Club","","Yes","","Public","",""
"2319568","","City","$160,155","","","1.0","","Traditional","Kingspoint","","No","","Public","",""
"2319585","","Utility Co.","$355,100","","","1.0","","Traditional","Cross Gates","","Yes","","Public","",""
"2319563","","City","$236,100","None","","1.0","","Traditional","Lake Village","","No","","Public","",""
"2319622","","Septic","$242,000","","","1.0","","Traditional","Not a Subdivision","","No","","Public","",""
"2319860","","City","$377,500","","","1.0","","Traditional","Tanglewood Crossing","","No","","Public","",""
"2319092","","City","$285,000","","","2.0","","Traditional","Country Club","","Yes","","Public","",""
"2319963","","City","$350,000","None","","2.0","","French Provincial","Lakeshore Village","","No","","Public","Water View",""
"2319984","","City","$355,000","None","","2.0","","Traditional","Lakeshore Villages","","No","","Public","",""
"2320108","","City","$270,000","","","1.0","","Traditional","Fountainebleau Estates","","No","","Public","",""
"2320098","","City","$215,000","","","1.0","","Traditional","Kingspoint","","No","","Public","",""
"2320246","","City","$155,000","None","","2.0","","Traditional","Westchester","","Yes","","Public","",""
"2320110","","City","$220,000","","","1.0","","Traditional","Tanglewood","","No","","Public","",""
"2320497","","Septic","$1,450,000","None","","4.0","","Contemporary","Bayou Liberty","","Yes","","Public","Water Front",""
"2320517","","City","$225,000","","","1.0","","Ranch","Huntwyck","","No","","Public","",""
"2320738","","City","$250,000","","","1.0","","Traditional","Eden Isles","","No","","Public","Water Front",""
"2320555","","Utility Co.","$393,000","None","","2.0","","Traditional","Eden Isles","","Yes","","Public","Water Front",""
"2320582","1/19","Treatment Plant","$85,000","","No","1.0","2","Other","Not a Subdivision","No","No","","Public","",""
"2322144","","City","$255,000","","","1.5","","Traditional","Eagle Point","","No","","Public","",""
"2322961","","City","$325,000","","","1.0","","Traditional","Lakeshore Village","","Yes","","Public","Water View",""
"BR2021015829","","City","$230,000","","","1.0","","French Country","River Ridge","","","","Public","","2008"
"BR2021013876","","City","$159,000","","","1.0","","Ranch","Shelly O'Neal Estates","","","","","Water Front",""
"BR2021015117","","City","$369,938","","","1.0","","Traditional","Carter Plantation","","","","Public","","2021"
"2316339","0","Utility Co.","$100,000","None","No","1.0","1","Camp","","No","No","","Public","Water Front",""
"2316340","0","Utility Co.","$78,500","","No","1.0","1","Camp","","No","No","","Public","Water Front",""
"BR2021015620","","","$63,000","","","1.0","","Ranch","Rural Tract (No Subd)","","","","Well","",""
"BR2021016630","","Septic","$49,000","","","1.0","","Traditional","Rural Tract (No Subd)","","","","Well","",""
"2322682","","Utility Co.","$325,000","","","2.0","","Camp","","","No","","Well","",""
"BR2021013988","","","$75,000","","","1.0","","Other","Rural Tract (No Subd)","","","","Well","","2017"
"BR2021015099","","City","$130,000","","","1.0","","Colonial","River Highlands","","","","Public","","1998"
"BR2021015617","","","$515,000","","","1.0","","Other","Diversion Isle Estates","","","","Public","Water Front","2010"
"BR2021016107","","","$565,000","","","1.0","","Ranch","Rural Tract (No Subd)","","","","Well","",""
"BR2021016463","","","$123,000","","","1.0","","Traditional","River Highlands Condo","","","","Public","",""
"2317337","","City","$80,000","","","1.0","","Ranch","","","No","","Public","",""
"BR2021013939","","City","$275,000","","","1.0","","Traditional","Villa Rose","","","","Public","",""
"BR2021014203","","","$829,900","","","2.0","","Acadian","Plantation Ridge","","","","Public","",""
"BR2021014779","","","$187,500","","","1.0","","Other","Bluffs The","","","","Public","","2013"
"BR2021014796","","","$245,000","","","2.0","","Acadian","Bluffs The","","","","Public","","2018"
"BR2021014851","","City","$239,057","","","1.0","","Traditional","Cedar Pointe","","","","Public","","2021"
"BR2021014921","","","$385,000","","","2.0","","Traditional","Bluffs The","","","","Public","","2010"
"BR2021015428","","","$365,000","","","1.0","","Traditional","Bluffs The","","","","","",""
"BR2021016219","","City","$229,000","","","1.0","","Traditional","Town Of St Francisville","","","","Public","",""
"BR2021016343","","City","$286,000","","","1.0","","Ranch","Audubon Hills","","","","Public","",""
"BR2021016596","","","$177,000","","","1.0","","Traditional","Bluffs The","","","","Public","","2016"
"BR2021016627","","","$170,000","","","1.0","","Cottage","Rural Tract (No Subd)","","","","Public","Water View",""
"BR2021016818","","","$500,000","","","1.0","","Other","Rural Tract (No Subd)","","","","Public","","1996"
"BR2021017677","","","$333,000","","","1.5","","Traditional","Rural Tract (No Subd)","","","","Public","Water Front","1988"
"BR2021018095","","","$235,000","","","1.0","","Traditional","Merrydale Place","","","","","",""
"BR2021018156","","","$145,000","","","1.0","","Ranch","Rural Tract (No Subd)","","","","Public","",""
"BR2021013648","","City","$294,500","","","2.0","","Traditional","Oak Trace","","","","Public","Water Front","2021"
"BR2021013826","","City","$245,120","","","1.0","","Traditional","Meadow Oaks","","","","Public","","2021"
"BR2021013827","","City","$254,555","","","1.0","","Traditional","Meadow Oaks","","","","Public","","2021"
"BR2021013943","","","$325,000","","","1.5","","Traditional","Rural Tract (No Subd)","","","","Public","",""
"BR2021013949","","City","$233,730","","","1.0","","Traditional","Meadow Oaks","","","","Public","","2021"
"BR2021014254","","City","$285,475","","","2.0","","Traditional","Oak Trace","","","","Public","","2021"
"BR2021014266","","City","$197,650","","","1.0","","Traditional","Meadow Oaks","","","","Public","Water Front","2021"
"BR2021014267","","City","$222,230","","","1.0","","Traditional","Meadow Oaks","","","","Public","","2021"
"BR2021014273","","City","$220,645","","","1.0","","Traditional","Meadow Oaks","","","","Public","","2021"
"BR2021014370","","City","$255,000","","","1.0","","Traditional","Spanish Lakes","","","","Public","Water Access Community","2012"
"BR2021014445","","Septic","$276,000","","","1.0","","Traditional","Rural Tract (No Subd)","","","","Public","",""
"BR2021014768","","City","$244,860","","","1.0","","Traditional","Meadow Oaks","","","","Public","","2021"
"BR2021015278","","City","$219,500","","","1.0","","Traditional","Spanish Lakes","","","","Public","Water Front","2011"
"BR2021017432","","City","$520,000","","","1.5","","Other","University Club South","","","","Public","","2015"
"CN160103","","Septic","$135,000","","","1.0","","","None","","","","Public","",""
"2319302","","City","$240,000","","","1.0","","Traditional","","","No","","Public","",""
"BR2021014146","","City","$139,000","","","1.0","","Other","Ravier Place","","","","Public","","2021"
"BR2021014991","","City","$146,000","","","1.0","","Traditional","Ravier Place","","","","Public","","2019"
"2315220","","Utility Co.","$245,000","","","1.0","","Ranch","Not a Subdivision","","Yes","","Public","",""
"2315820","","City","$238,000","","","1.0","","Ranch","","","No","","Public","",""
"2316099","","City","$140,000","","","2.0","","Cape Cod","Not a Subdivision","","No","","Public","",""
"2316179","","City","$140,000","None","","1.0","","Traditional","","","No","","Public","",""
"2315508","","City","$185,000","","","1.0","","Traditional","","","No","","Public","",""
"2316613","","City","$230,000","","","2.0","","Traditional","","","No","","Public","",""
"2319348","","City","$320,000","None","","1.0","","Ranch","","","Yes","","Public","",""
"2319281","","City","$220,000","","","1.0","","Ranch","","","No","","Public","",""
"2319666","","City","$265,000","","","1.0","","Ranch","Not a Subdivision","","No","","Public","",""
"2319867","","City","$205,000","","","1.0","","Traditional","","","Yes","","Public","",""
"BY161426","","","$360,000","","","1.0","","Camp","Fisherman's Retreat","","","","Public","Water Front","2000"
"BY106477","","","$57,680","","","1.0","","Ranch","Thoroughbred","","","","","",""
"BY161126","","","$189,000","","","1.0","","","St Maurice","","","","Public","","2005"
"BY161132","","","$99,000","","","1.0","","","Labadieville","","","","Public","","1970"
"BY161133","","City","$54,000","","","1.0","","","Ridgefield Plantation S/D","","","","Public","","1970"
"BY161135","","City","$283,000","","","1.0","","","Plantation Acres","","","","Public","","2004"
"BY161155","","City","$238,000","","","1.0","","","Plantation Acres","","","","Public","","1991"
"BY161156","","","$289,000","","","2.0","","","The Settlement At Live Oak","","","","Public","","2020"
"BY161165","","","$209,000","","","1.0","","","Olde Towne","","","","Public","","2019"
"BY161205","","City","$152,000","","","1.0","","","Ridgefield Heights","","","","Public","","1975"
"BY161207","","City","$368,000","","","1.0","","","Plantation Acres","","","","Public","","2002"
"BY161227","","City","$142,500","","","1.0","","","South Peltier","","","","Public","","1976"
"BY161243","","City","$185,860","","","1.0","","","Moss Cove","","","","Public","Water Front","2021"
"BY161249","","","$175,200","","","1.0","","","Herrington Place","","","","Public","","2018"
"BY161250","","City","$195,000","","","1.0","","","Plantation Gardens","","","","Public","","2016"
"BY161253","","","$227,560","","","1.0","","","King George Estates","","","","Public","","2021"
"BY161257","","","$182,000","","","1.0","","","Herrington Place","","","","Public","","2018"
"BY161264","","City","$225,000","","","1.0","","","City of Thibodaux","","","","Public","","1965"
"BY161265","","","$261,995","","","1.0","","","Imperial Landing","","","","Public","","2021"
"BY161284","","","$300,069","","","1.0","","","Imperial Landing","","","","Public","","2021"
"BY161287","","","$350,000","","","1.0","","","Abby Highlands","","","","Public","","2013"
"BY161298","","","$182,880","","","1.0","","","Olde Towne","","","","Public","","2021"
"BY161299","","City","$184,600","","","1.5","","","None","","","","Public","","1962"
"BY161316","","City","$385,000","","","2.0","","","Acadia","","","","Public","","1957"
"BY161333","","","$215,000","","","1.0","","","Sugar Plantation","","","","Public","","2013"
"BY161334","","","$217,000","","","1.0","","","Gilbert Hue","","","","Public","","1978"
"BY161348","","City","$277,900","","","1.0","","","The Settlement At Live Oak","","","","Public","","2021"
"BY161351","","City","$450,000","","","1.0","","","Acadia","","","","Public","","1975"
"BY161355","","","$149,000","","","1.0","","","Jolie Oaks","","","","","","2004"
"BY161369","","City","$85,000","","","1.0","","","Ridgefield Annex","","","","Public","","1950"
"BY161389","","City","$189,495","","","1.0","","","Moss Cove","","","","Public","Water Front","2021"
"BY161392","","City","$261,920","","","1.0","","","The Settlement At Live Oak","","","","Public","","2021"
"BY161393","","City","$233,000","","","1.0","","","Abby Lakes","","","","Public","","2012"
"BY161398","","City","$229,900","","","1.0","","Townhouse","Rienzi Villiage Townhomes","","","","Public","","2021"
"BY161401","","City","$229,900","","","1.0","","Townhouse","Rienzi Villiage Townhomes","","","","Public","","2021"
"BY161403","","City","$229,900","","","1.0","","Townhouse","Rienzi Villiage Townhomes","","","","Public","","2021"
"BY161413","","","$187,000","","","1.0","","","Herrington Place","","","","","","2018"
"BY161415","","City","$136,000","","","1.5","","","Colonel's Courtyard","","","","Public","","2010"
"BY161428","","","$171,310","","","1.0","","","Olde Towne","","","","Public","","2021"
"BY161436","","","$194,695","","","1.0","","","King George Estates","","","","Public","","2021"
"BY161439","","","$367,000","","","1.0","","","Crossing North","","","","Public","","2015"
"BY161441","","","$254,900","","","1.0","","","Crescent Estates","","","","Public","","2021"
"BY161446","","","$430,000","","","1.0","","","Sugar Ridge West","","","","Public","","2002"
"BY161450","","","$226,685","","","1.0","","","King George Estates","","","","Public","","2021"
"BY161454","","City","$230,000","","","1.5","","","Thoroughbred","","","","Public","","1978"
"BY161455","","","$185,270","","","1.0","","","Olde Towne","","","","Public","","2021"
"BY161468","","City","$192,500","","","1.0","","","Sugar Plantation","","","","Public","","2013"
"BY161469","","City","$230,500","","","1.0","","","Country Club Gardens","","","","Public","","1965"
"BY161470","","City","$325,000","","","1.0","","","The Settlement At Live Oak","","","","Public","","2020"
"BY161474","","City","$489,000","","","2.0","","","Plantation Acres","","","","Public","","2021"
"BY161490","","City","$280,000","","","1.0","","","Grace Court Est","","","","Public","","2009"
"BY161493","","","$357,900","","","1.0","","","St John Place","","","","Public","","2021"
"BY161495","","","$102,500","","","2.0","","Townhouse","None","","","","Public","","1984"
"BY161496","","","$354,900","","","1.0","","","St John Place","","","","Public","","2021"
"BY161497","","City","$200,100","","","1.0","","","Sugar Plantation","","","","Public","","2008"
"BY161499","","City","$509,971","","","1.5","","","Plantation Acres","","","","Public","","2021"
"BY161503","","City","$143,500","","","1.0","","","Ridgefield Heights","","","","Public","","1950"
"BY161507","","","$319,000","","","1.0","","","The Settlement At Live Oak","","","","Public","","2019"
"BY161512","","","$203,845","","","1.0","","","Olde Towne","","","","Public","","2021"
"BY161514","","","$233,359","","","1.0","","","King George Estates","","","","Public","","2021"
"BY161516","","City","$306,445","","","1.0","","","The Settlement At Live Oak","","","","Public","","2021"
"BY161521","","","$179,000","","","1.0","","","David Diaz","","","","Public","","2001"
"BY161524","","City","$40,000","","","1.0","","","Mrs V L Caldwell Jr","","","","Public","","1960"
"BY161525","","","$250,345","","","1.0","","","Imperial Landing","","","","Public","","2021"
"BY161530","","City","$266,895","","","1.0","","","The Settlement At Live Oak","","","","Public","","2021"
"BY161532","","City","$223,955","","","1.0","","","The Settlement At Live Oak","","","","Public","","2021"
"BY161534","","City","$96,000","","","1.0","","","Emanuel J Borne","","","","","","1970"
"BY161537","","","$236,205","","","1.0","","","Imperial Landing","","","","Public","","2021"
"BY161541","","","$210,770","","","1.0","","","King George Estates","","","","Public","","2021"
"BY161542","","","$176,990","","","1.0","","","Olde Towne","","","","Public","","2021"
"BY161544","","City","$131,500","","","1.0","","","Waverly Gardens","","","","Public","","1977"
"BY161560","","","$187,000","","","1.0","","","Herrington Place","","","","Public","Water Front","2018"
"BY161567","","City","$490,000","","","1.0","","","Acadia Plantation","","","","Public","","2021"
"BY161570","","City","$225,000","","","1.0","","","Sugar Plantation","","","","Public","","2014"
"BY161573","","City","$186,000","","","1.0","","","Ridgefield Westside","","","","Public","","1960"
"BY161577","","","$285,900","","","1.0","","","Crescent Estates","","","","Public","","2021"
"BY161583","","City","$198,715","","","1.0","","","Moss Cove","","","","Public","","2021"
"BY161584","","City","$90,000","","","1.0","","","Ridgefield Heights","","","","Public","","1950"
"BY161594","","","$379,500","","","1.0","","","Rienzi Commons","","","","Public","","2021"
"BY161595","","Septic","$198,000","","","1.0","","","Azalea Terrace","","","","Public","","1960"
"BY161596","","","$308,000","","","1.0","","","Crescent Estates","","","","Public","","2021"
"BY161597","","","$225,000","","","1.0","","","King George Estates","","","","Public","","2016"
"BY161599","","","$189,000","","","1.0","","","Andrew Guillot","","","","Public","","1978"
"BY161604","","City","$227,045","","","1.0","","","Moss Cove","","","","Public","","2021"
"BY161616","","City","$187,000","","","1.0","","","City of Thibodaux","","","","Public","","1964"
"BY161618","","City","$79,000","","","1.0","","","Ridgefield Heights","","","","Public","","1963"
"BY161630","","","$330,000","","","1.0","","","None","","","","Public","","1999"
