"mls_number"	"property_type"	"air_conditioning"	"appartment_bi"	"patio_bi"	"school_high"	"school_junior"	"school_middle"	"school_general"	"photo_count"	"pool_bi"	"rear_yard_access_bi"	"roof_type"	"roof_type_shingle_bi"	"gas_type"	"out_building_livable_bi"	"out_building_not_livable_bi"	"living_area"	"land_acres"	"appliances_included_bi"	"garage_bi"	"condition"	"energy_efficient_bi"	"exterior_type"	"exterior_features"	"fire_place_bi"	"foundation_type"	"total_area"	"beds_total"	"bath_full"	"bath_half"	"age"	"days_on_market"	"sold_price"	"sold_date"	"sewer_type"	"spa_location"	"stories"	"property_style"	"city_limit_bi"	"subdivision_bi"	"tennis_court_bi"	"termite_contract"	"water_type"	"waterfront_bi"	"post_corona_bi"	"corona_crisis"
"CN163535"	"SGL"	"central"	0	0	0	0	0	0	14	0	0	"other"	0	"Natural"	0	1	1284	0.25	1	1	"Other"	0	"other"	"none"	0	"slab"	1558	3	1	1	36	4	73000	44524	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163533"	"SGL"	"central"	0	0	1	0	1	1	23	0	0	"metal"	0	"Natural"	0	1	1632	1	0	1	"Other"	1	"other"	"porch"	0	"slab"	1832	4	2	0	32	3	199500	44529	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163524"	"SGL"	"central"	0	0	1	0	1	1	31	0	0	"other"	0	"Natural"	0	1	1309	1.19	1	1	"Other"	0	"metal"	"none"	0	"slab"	1623	3	2	0	36	2	185000	44530	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163518"	"SGL"	"central"	0	1	0	0	0	0	36	0	0	"shingle"	1	"Natural"	0	1	2028	0.32	1	1	"Other"	1	"other"	"fence"	1	"slab"	2410	3	2	1	32	3	225000	44508	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163514"	"SGL"	"central"	0	1	0	0	0	0	33	0	0	"shingle"	1	"Natural"	0	0	2284	0.44	1	0	"Other"	0	"other"	"fence"	1	"slab"	2718	3	2	0	31	14	234000	44540	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163502"	"SGL"	"central"	0	1	0	0	0	0	18	0	0	"other"	0	"Natural"	0	0	1495	0.62	1	1	"Other"	0	"other"	"fence"	0	"slab"	1650	3	1	1	31	7	135000	44517	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163501"	"SGL"	"central"	0	1	0	0	0	0	23	0	0	"other"	0	"Natural"	0	1	1749	0.32	1	0	"Other"	0	"other"	"porch"	1	"other"	2575	3	2	0	35	1	212000	44522	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163488"	"SGL"	"central"	0	0	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	1272	0.58	1	0	"Other"	0	"vinyl"	"none"	1	"raised"	1350	3	2	0	32	3	135000	44544	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163487"	"SGL"	"central"	0	1	0	0	0	0	27	0	0	"shingle"	1	"Natural"	0	0	2090	0.32	1	1	"Other"	0	"brick"	"fence"	1	"slab"	2600	3	2	0	32	2	280000	44530	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163486"	"SGL"	"central"	0	0	1	0	1	1	13	0	0	"other"	0	"Natural"	0	0	1588	0.34	0	1	"Other"	0	"other"	"none"	0	"other"	1258	3	2	0	32	0	149900	44519	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163485"	"CND"	"central"	0	0	0	0	0	0	16	0	0	"other"	0	"Natural"	0	0	800	0.02	0	0	"Other"	0	"other"	"none"	0	"other"	833	1	1	0	33	2	80000	44522	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163482"	"SGL"	"central"	0	0	0	0	0	0	10	0	0	"other"	0	"Natural"	0	1	1543	0.16	1	1	"Other"	0	"vinyl"	"fence"	0	"raised"	2200	2	2	0	34	7	45000	44521	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163481"	"SGL"	"central"	0	1	0	0	0	0	32	0	0	"shingle"	1	"Natural"	0	0	1730	0.2	1	1	"Other"	1	"brick"	"fence"	1	"slab"	2230	3	2	0	30	2	325000	44512	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163477"	"SGL"	"central"	0	0	0	0	0	0	10	0	0	"other"	0	"Natural"	0	0	1164	0.5	1	0	"Other"	0	"other"	"none"	0	"other"	1203	3	1	1	33	7	138500	44529	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163474"	"SGL"	"central"	0	1	0	0	0	0	17	0	0	"other"	0	"Natural"	0	0	1772	0.48	1	1	"Other"	0	"vinyl"	"fence"	0	"raised"	2088	3	2	0	30	26	171000	44540	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163473"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"shingle"	1	"Natural"	0	0	2640	1.17	0	0	"Other"	0	"other"	"none"	1	"other"	4250	4	2	1	36	262	389000	44477	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163469"	"SGL"	"central"	0	1	1	0	1	1	19	0	0	"other"	0	"Natural"	0	1	1821	0.31	1	1	"Other"	0	"other"	"fence"	1	"slab"	2877	3	2	0	39	2	180000	44508	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163463"	"SGL"	"central"	0	0	1	0	1	1	8	0	0	"metal"	0	"Natural"	0	1	1848	1.06	1	0	"Other"	1	"metal"	"fence"	1	"slab"	2248	4	2	0	40	31	225000	44475	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163461"	"SGL"	"central"	0	0	0	0	0	0	33	0	0	"shingle"	1	"Natural"	0	0	2287	0.36	1	1	"Other"	0	"other"	"none"	1	"slab"	3100	4	2	0	39	61	2e+05	44533	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163459"	"SGL"	"central"	0	1	0	0	0	0	9	0	0	"shingle"	1	"Natural"	0	0	1919	0.32	1	1	"Other"	0	"vinyl"	"porch"	0	"slab"	2589	4	2	0	36	5	308400	44519	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163457"	"SGL"	"central"	0	0	0	0	0	0	16	0	0	"other"	0	"Natural"	0	0	1031	0.27	1	0	"Other"	0	"vinyl"	"fence"	0	"raised"	1912	2	1	0	36	3	82000	44490	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163456"	"SGL"	"central"	0	0	0	0	0	0	17	0	0	"other"	0	"Natural"	0	0	1340	0.46	1	1	"Other"	0	"other"	"fence"	0	"slab"	1998	3	1	1	33	6	139900	44517	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163453"	"SGL"	"not_central"	0	0	0	0	0	0	9	0	0	"other"	0	"Natural"	0	0	400	0.18	0	0	"Other"	0	"other"	"none"	0	"other"	400	1	1	0	30	19	26000	44524	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163441"	"SGL"	"central"	0	0	0	0	0	0	12	0	0	"other"	0	"Natural"	0	0	1304	2.21	1	0	"Other"	0	"brick"	"none"	1	"slab"	1304	3	1	1	40	3	144000	44529	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163436"	"SGL"	"central"	0	0	1	0	1	1	20	0	0	"shingle"	1	"Natural"	0	0	1716	0.42	1	1	"Other"	0	"vinyl"	"porch"	0	"other"	2200	3	2	0	37	0	172000	44510	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163433"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	983	0.2	0	1	"Other"	0	"vinyl"	"none"	0	"other"	1148	2	1	0	34	0	60000	44476	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163432"	"SGL"	"not_central"	0	0	0	0	0	0	10	0	0	"metal"	0	"Natural"	0	0	900	0.68	0	0	"Other"	0	"other"	"none"	0	"other"	940	1	1	0	40	49	92000	44530	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163431"	"SGL"	"central"	0	0	0	0	0	0	4	0	0	"other"	0	"Natural"	0	1	2270	0.86	1	0	"Other"	1	"brick"	"none"	1	"slab"	2500	3	2	0	30	1	273000	44539	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163423"	"SGL"	"central"	0	0	1	0	1	1	12	0	0	"shingle"	1	"Natural"	0	0	1920	1	1	1	"Other"	0	"vinyl"	"none"	1	"other"	1920	3	2	0	39	3	145000	44508	"other"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163422"	"SGL"	"central"	0	0	0	0	0	0	19	0	0	"other"	0	"Natural"	0	0	1700	0.49	1	1	"Other"	0	"other"	"none"	0	"raised"	2200	4	1	1	32	5	170000	44504	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163414"	"SGL"	"central"	0	0	0	0	0	0	10	0	0	"shingle"	1	"Natural"	0	0	1400	1	1	0	"Other"	0	"vinyl"	"porch"	0	"slab"	1480	3	2	0	32	2	170800	44498	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163413"	"SGL"	"central"	0	0	0	0	0	0	35	1	0	"shingle"	1	"Natural"	0	1	2174	0.49	1	1	"Other"	0	"brick"	"porch"	1	"slab"	2765	4	2	0	36	2	337500	44508	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163412"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"other"	0	"Natural"	0	0	1424	0.8	1	1	"Other"	0	"other"	"none"	1	"slab"	1576	3	1	1	33	2	160000	44537	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163411"	"SGL"	"central"	0	1	0	0	0	0	29	0	0	"shingle"	1	"Natural"	0	0	2180	1.1	1	1	"Other"	1	"other"	"none"	1	"slab"	2300	4	3	0	31	4	315000	44532	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163410"	"SGL"	"central"	0	0	0	0	0	0	21	0	0	"shingle"	1	"Natural"	0	1	2160	0.47	1	1	"Other"	1	"other"	"none"	1	"other"	2900	3	2	0	30	2	299000	44494	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163408"	"SGL"	"central"	0	1	1	0	1	1	27	1	0	"shingle"	1	"Natural"	0	0	2395	0.49	1	1	"Other"	1	"other"	"fence"	1	"slab"	3000	4	2	1	33	5	370000	44508	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163394"	"SGL"	"central"	0	1	0	0	0	0	17	0	0	"other"	0	"Natural"	0	1	1170	0.24	1	1	"Other"	0	"vinyl"	"fence"	0	"slab"	1744	3	2	0	35	25	135000	44494	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163392"	"SGL"	"central"	0	0	0	0	0	0	17	0	0	"other"	0	"Natural"	0	0	1039	0.16	0	0	"Other"	0	"other"	"none"	0	"other"	1501	3	1	0	40	7	117500	44489	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163378"	"SGL"	"central"	0	0	1	0	1	1	15	0	0	"other"	0	"Natural"	0	0	1537	0.29	1	1	"Other"	0	"brick"	"none"	1	"slab"	2059	3	2	0	35	1	183000	44518	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163373"	"TNH"	"central"	0	1	0	0	0	0	28	0	0	"other"	0	"Natural"	0	1	1098	0.19	1	0	"Other"	1	"vinyl"	"fence"	0	"slab"	1115	2	2	0	36	16	125000	44515	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163367"	"SGL"	"not_central"	0	0	0	0	0	0	13	0	0	"other"	0	"Natural"	0	0	2580	0.27	0	1	"Other"	0	"other"	"none"	1	"raised"	3140	3	1	1	34	29	95000	44505	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163366"	"SGL"	"central"	0	0	0	0	0	0	24	0	0	"metal"	0	"Natural"	0	1	1619	0.33	0	0	"Other"	0	"metal"	"none"	0	"other"	1850	3	2	0	34	27	175000	44529	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163365"	"SGL"	"central"	0	1	0	0	0	0	0	0	0	"shingle"	1	"Natural"	0	0	2221	0.29	1	1	"Other"	0	"other"	"fence"	1	"slab"	3160	3	2	0	35	42	225000	44533	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163358"	"SGL"	"central"	0	1	1	0	1	1	11	0	0	"other"	0	"Natural"	0	1	2020	0.4	1	0	"Other"	0	"other"	"none"	1	"slab"	2374	4	3	0	34	52	225000	44523	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163357"	"SGL"	"central"	0	0	1	0	1	1	18	0	0	"shingle"	1	"Natural"	0	0	2150	2.27	1	0	"Other"	1	"vinyl"	"none"	1	"slab"	3150	3	2	0	31	65	320000	44533	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163356"	"SGL"	"central"	0	0	0	0	0	0	27	0	0	"shingle"	1	"Natural"	0	0	1940	0.66	1	1	"Other"	0	"brick"	"none"	1	"slab"	2206	3	2	0	32	2	299685	44509	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163354"	"SGL"	"central"	0	0	1	0	1	1	18	0	0	"other"	0	"Natural"	0	0	1471	0.99	1	0	"Other"	0	"metal"	"fence"	0	"other"	1877	3	2	0	40	5	174500	44518	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163351"	"SGL"	"central"	0	1	0	0	0	0	23	1	0	"metal"	0	"Natural"	0	1	1364	1.45	1	1	"Other"	0	"other"	"none"	1	"raised"	2564	2	2	0	32	4	166000	44502	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163344"	"SGL"	"central"	0	0	0	0	0	0	3	0	0	"shingle"	1	"Natural"	0	0	1335	0.49	0	0	"Other"	0	"brick"	"none"	0	"slab"	1695	3	2	0	38	0	185000	44540	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163339"	"SGL"	"central"	0	0	0	0	0	0	24	0	0	"other"	0	"Natural"	0	0	1312	0.87	1	1	"Other"	0	"brick"	"none"	0	"raised"	1550	3	1	0	33	23	57500	44498	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163335"	"SGL"	"central"	0	0	0	0	0	0	35	0	0	"metal"	0	"Natural"	0	1	1650	1.5	1	0	"Other"	0	"brick"	"porch"	1	"slab"	2300	2	2	0	40	0	180000	44497	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163322"	"SGL"	"central"	0	0	0	0	0	0	17	0	0	"shingle"	1	"Natural"	0	0	1050	0.52	1	0	"Other"	0	"vinyl"	"fence"	0	"slab"	1372	3	1	0	36	2	130000	44512	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163320"	"SGL"	"not_central"	0	0	0	0	0	0	8	0	0	"other"	0	"Natural"	0	0	644	0.09	0	1	"Other"	0	"other"	"none"	0	"slab"	644	3	1	0	39	5	26000	44480	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163318"	"SGL"	"central"	0	1	1	0	1	1	17	1	0	"other"	0	"Natural"	0	1	2040	0.65	1	1	"Other"	0	"vinyl"	"fence"	1	"slab"	3148	4	2	0	37	2	238000	44510	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163317"	"SGL"	"central"	0	0	0	0	0	0	25	0	0	"shingle"	1	"Natural"	0	0	1365	1.67	1	1	"Other"	1	"vinyl"	"none"	0	"slab"	1900	3	2	0	39	5	186500	44519	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163316"	"SGL"	"central"	0	1	0	0	0	0	29	0	0	"shingle"	1	"Natural"	0	1	2099	0.36	1	0	"Other"	0	"metal"	"fence"	1	"slab"	2200	3	2	0	30	6	2e+05	44498	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163309"	"SGL"	"central"	0	0	0	0	0	0	30	0	0	"other"	0	"Natural"	0	0	1286	0.19	1	0	"Other"	0	"other"	"fence"	1	"raised"	1380	2	1	0	32	6	130000	44498	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163302"	"SGL"	"central"	0	1	0	0	0	0	25	0	0	"other"	0	"Natural"	0	1	2104	0.38	1	1	"Other"	0	"other"	"fence"	1	"slab"	3239	3	2	0	33	20	179000	44523	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163298"	"SGL"	"central"	0	1	0	0	0	0	24	1	0	"shingle"	1	"Natural"	0	1	2261	0.49	1	0	"Other"	0	"brick"	"fence"	1	"other"	2829	3	2	0	33	4	278000	44497	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163276"	"SGL"	"central"	0	1	0	0	0	0	12	0	0	"shingle"	1	"Natural"	0	1	2097	0.18	1	1	"Other"	0	"other"	"fence"	1	"raised"	3200	3	2	1	40	3	225000	44505	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163268"	"SGL"	"central"	0	0	0	0	0	0	3	0	0	"other"	0	"Natural"	0	0	3066	0.14	1	0	"Other"	0	"vinyl"	"none"	0	"slab"	3066	3	2	0	36	16	52500	44536	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163263"	"SGL"	"not_central"	0	1	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1400	0.18	1	0	"Other"	0	"other"	"none"	0	"other"	1400	3	1	0	31	21	16000	44502	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163262"	"SGL"	"central"	0	0	1	0	1	1	26	0	0	"shingle"	1	"Natural"	0	0	2155	1.21	1	1	"Other"	0	"other"	"none"	1	"other"	2980	4	3	0	34	6	365000	44498	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163261"	"SGL"	"central"	0	1	1	0	1	1	24	1	0	"shingle"	1	"Natural"	0	0	2000	0.29	1	1	"Other"	0	"other"	"fence"	1	"slab"	2700	3	2	0	35	3	315000	44491	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163259"	"SGL"	"central"	0	1	1	0	1	1	16	0	0	"other"	0	"Natural"	0	0	1200	0.21	1	1	"Other"	1	"vinyl"	"porch"	0	"slab"	1520	3	2	0	30	3	155000	44496	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163257"	"SGL"	"central"	0	1	0	0	0	0	23	0	0	"shingle"	1	"Natural"	0	0	2020	0.52	1	1	"Other"	1	"other"	"porch"	1	"slab"	2913	3	2	1	39	3	279500	44483	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163247"	"SGL"	"not_central"	0	0	0	0	0	0	17	0	0	"shingle"	1	"Natural"	0	0	1750	0.23	0	0	"Other"	0	"brick"	"none"	0	"other"	2843	3	2	0	38	3	252500	44488	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163244"	"SGL"	"central"	0	1	0	0	0	0	26	0	0	"shingle"	1	"Natural"	0	0	2694	0.49	1	1	"Other"	1	"other"	"fence"	1	"raised"	3465	3	2	1	32	12	257000	44505	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163240"	"SGL"	"central"	0	1	0	0	0	0	17	0	0	"other"	0	"Natural"	1	0	1304	0.3	1	1	"Other"	0	"other"	"fence"	0	"slab"	1595	3	1	0	35	46	160000	44537	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163226"	"SGL"	"central"	0	0	0	0	0	0	31	0	0	"shingle"	1	"Natural"	0	1	1420	0.28	1	0	"Other"	0	"vinyl"	"fence"	1	"other"	1420	3	2	0	36	7	140000	44505	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163224"	"SGL"	"central"	0	1	0	0	0	0	33	0	0	"other"	0	"Natural"	0	0	2030	0.3	1	0	"Other"	1	"other"	"none"	0	"other"	2940	4	2	0	40	34	280000	44516	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163223"	"SGL"	"central"	0	1	1	0	1	1	15	0	0	"other"	0	"Natural"	0	1	2477	0.5	1	0	"Other"	0	"other"	"porch"	1	"slab"	2959	3	2	0	39	1	235000	44539	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163222"	"SGL"	"central"	0	0	0	0	0	0	16	0	0	"shingle"	1	"Natural"	0	0	1638	0.28	1	1	"Other"	1	"brick"	"fence"	0	"slab"	2198	3	2	0	39	28	225000	44491	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163213"	"SGL"	"central"	0	0	1	0	1	1	19	0	0	"metal"	0	"Natural"	0	0	1280	0.32	1	0	"Other"	0	"metal"	"none"	0	"other"	1280	3	2	0	40	3	43500	44491	"city"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163210"	"SGL"	"central"	0	1	1	0	1	1	13	0	0	"metal"	0	"Natural"	0	0	900	0.25	1	0	"Other"	1	"other"	"none"	0	"raised"	1025	2	1	0	37	14	90000	44510	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163207"	"SGL"	"central"	0	0	1	0	1	1	20	0	0	"shingle"	1	"Natural"	0	0	1707	0.24	1	1	"Other"	0	"other"	"fence"	1	"slab"	2144	3	2	0	30	1	169900	44491	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163203"	"CND"	"central"	0	1	0	0	0	0	6	1	0	"shingle"	1	"Natural"	0	0	1440	0.03	1	0	"Other"	1	"other"	"none"	1	"slab"	1500	2	2	0	31	0	210000	44435	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163198"	"SGL"	"central"	0	1	0	0	0	0	27	0	0	"metal"	0	"Natural"	0	1	1856	0.78	1	0	"Other"	1	"vinyl"	"porch"	1	"slab"	2368	3	2	0	30	2	115000	44498	"septic"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN163197"	"SGL"	"central"	0	0	0	0	0	0	21	0	0	"other"	0	"Natural"	0	0	1225	1.5	1	1	"Other"	0	"other"	"fence"	0	"other"	1400	3	2	0	37	3	129000	44498	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163195"	"SGL"	"central"	0	0	1	0	0	1	22	0	0	"other"	0	"Natural"	0	1	1610	0.6	1	1	"Other"	0	"other"	"fence"	1	"slab"	1930	3	2	0	37	35	199000	44530	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163194"	"SGL"	"central"	0	0	0	0	0	0	29	0	0	"shingle"	1	"Natural"	0	1	2300	1.64	1	1	"Other"	0	"other"	"none"	1	"other"	4052	3	3	0	30	26	285000	44517	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163188"	"CND"	"central"	0	1	1	0	1	1	8	0	0	"shingle"	1	"Natural"	0	0	1270	0.03	1	0	"Other"	0	"vinyl"	"none"	0	"other"	1400	2	2	0	34	1	145000	44482	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163179"	"SGL"	"central"	0	0	0	0	0	0	10	0	0	"metal"	0	"Natural"	0	0	1109	0.21	1	1	"Other"	0	"other"	"none"	0	"other"	1345	3	1	0	34	21	77000	44504	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163178"	"SGL"	"central"	0	1	1	0	1	1	24	0	0	"other"	0	"Natural"	0	1	1144	1	1	1	"Other"	0	"brick"	"fence"	0	"slab"	1818	3	1	1	31	2	129900	44489	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163174"	"SGL"	"central"	0	0	0	0	0	0	42	1	0	"other"	0	"Natural"	0	0	2974	0.66	1	1	"Other"	0	"brick"	"fence"	1	"slab"	3786	4	2	1	32	18	335000	44501	"other"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163172"	"SGL"	"central"	0	0	1	0	1	1	19	0	0	"other"	0	"Natural"	0	0	1319	0.13	1	0	"Other"	0	"vinyl"	"fence"	0	"raised"	1319	3	2	0	32	42	158000	44498	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163170"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"metal"	0	"Natural"	0	0	1935	1.17	0	0	"Other"	0	"other"	"none"	0	"other"	2500	3	2	1	30	4	249000	44522	"septic"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163164"	"SGL"	"central"	0	0	0	0	0	0	26	0	0	"shingle"	1	"Natural"	0	0	1432	0.3	1	0	"Other"	0	"other"	"none"	0	"raised"	3147	3	3	1	31	2	169000	44504	"city"	"None"	1.5	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163163"	"SGL"	"not_central"	0	1	0	0	0	0	13	0	0	"other"	0	"Natural"	0	1	2323	0.45	0	0	"Other"	0	"vinyl"	"fence"	0	"raised"	2323	5	3	1	35	47	115000	44523	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163151"	"SGL"	"not_central"	0	0	0	0	0	0	2	1	0	"other"	0	"Natural"	0	0	2042	0.8	0	0	"Other"	0	"brick"	"none"	0	"other"	2200	3	2	0	32	24	39500	44489	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN163150"	"SGL"	"central"	0	0	1	0	1	1	6	0	0	"other"	0	"Natural"	0	1	1482	0.21	1	0	"Other"	0	"other"	"fence"	0	"slab"	1582	3	1	1	32	13	116000	44477	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
